location,level,normalThreshold,alertThreshold,criticalThreshold,recordedAt
Minuwangoda,4.75,2.0,3.0,3.8,2025-09-06T00:00:00.000Z
Gampaha,3.71,2.0,3.0,3.8,2025-09-06T00:00:00.000Z
Ja-Ela,4.80,2.0,3.0,3.8,2025-09-06T00:00:00.000Z
Negombo,4.21,2.0,3.0,3.8,2025-09-06T00:00:00.000Z
Minuwangoda,4.13,2.0,3.0,3.8,2025-09-07T00:00:00.000Z
Gampaha,3.31,2.0,3.0,3.8,2025-09-07T00:00:00.000Z
Ja-Ela,4.88,2.0,3.0,3.8,2025-09-07T00:00:00.000Z
Negombo,4.92,2.0,3.0,3.8,2025-09-07T00:00:00.000Z
Minuwangoda,4.38,2.0,3.0,3.8,2025-09-08T00:00:00.000Z
Gampaha,4.34,2.0,3.0,3.8,2025-09-08T00:00:00.000Z
Ja-Ela,3.96,2.0,3.0,3.8,2025-09-08T00:00:00.000Z
Negombo,4.30,2.0,3.0,3.8,2025-09-08T00:00:00.000Z
Minuwangoda,4.50,2.0,3.0,3.8,2025-09-09T00:00:00.000Z
Gampaha,3.01,2.0,3.0,3.8,2025-09-09T00:00:00.000Z
Ja-Ela,3.83,2.0,3.0,3.8,2025-09-09T00:00:00.000Z
Negombo,4.64,2.0,3.0,3.8,2025-09-09T00:00:00.000Z
Minuwangoda,3.24,2.0,3.0,3.8,2025-09-10T00:00:00.000Z
Gampaha,3.72,2.0,3.0,3.8,2025-09-10T00:00:00.000Z
Ja-Ela,4.48,2.0,3.0,3.8,2025-09-10T00:00:00.000Z
Negombo,4.41,2.0,3.0,3.8,2025-09-10T00:00:00.000Z
Minuwangoda,4.19,2.0,3.0,3.8,2025-09-11T00:00:00.000Z
Gampaha,4.08,2.0,3.0,3.8,2025-09-11T00:00:00.000Z
Ja-Ela,3.32,2.0,3.0,3.8,2025-09-11T00:00:00.000Z
Negombo,4.84,2.0,3.0,3.8,2025-09-11T00:00:00.000Z
Minuwangoda,4.44,2.0,3.0,3.8,2025-09-12T00:00:00.000Z
Gampaha,4.66,2.0,3.0,3.8,2025-09-12T00:00:00.000Z
Ja-Ela,4.27,2.0,3.0,3.8,2025-09-12T00:00:00.000Z
Negombo,4.31,2.0,3.0,3.8,2025-09-12T00:00:00.000Z
Minuwangoda,3.56,2.0,3.0,3.8,2025-09-13T00:00:00.000Z
Gampaha,4.70,2.0,3.0,3.8,2025-09-13T00:00:00.000Z
Ja-Ela,3.30,2.0,3.0,3.8,2025-09-13T00:00:00.000Z
Negombo,4.91,2.0,3.0,3.8,2025-09-13T00:00:00.000Z
Minuwangoda,3.23,2.0,3.0,3.8,2025-09-14T00:00:00.000Z
Gampaha,3.89,2.0,3.0,3.8,2025-09-14T00:00:00.000Z
Ja-Ela,4.69,2.0,3.0,3.8,2025-09-14T00:00:00.000Z
Negombo,3.79,2.0,3.0,3.8,2025-09-14T00:00:00.000Z
Minuwangoda,3.62,2.0,3.0,3.8,2025-09-15T00:00:00.000Z
Gampaha,3.39,2.0,3.0,3.8,2025-09-15T00:00:00.000Z
Ja-Ela,3.04,2.0,3.0,3.8,2025-09-15T00:00:00.000Z
Negombo,3.76,2.0,3.0,3.8,2025-09-15T00:00:00.000Z
Minuwangoda,4.54,2.0,3.0,3.8,2025-09-16T00:00:00.000Z
Gampaha,3.45,2.0,3.0,3.8,2025-09-16T00:00:00.000Z
Ja-Ela,4.65,2.0,3.0,3.8,2025-09-16T00:00:00.000Z
Negombo,4.20,2.0,3.0,3.8,2025-09-16T00:00:00.000Z
Minuwangoda,4.17,2.0,3.0,3.8,2025-09-17T00:00:00.000Z
Gampaha,3.44,2.0,3.0,3.8,2025-09-17T00:00:00.000Z
Ja-Ela,4.27,2.0,3.0,3.8,2025-09-17T00:00:00.000Z
Negombo,3.38,2.0,3.0,3.8,2025-09-17T00:00:00.000Z
Minuwangoda,3.26,2.0,3.0,3.8,2025-09-18T00:00:00.000Z
Gampaha,3.57,2.0,3.0,3.8,2025-09-18T00:00:00.000Z
Ja-Ela,3.59,2.0,3.0,3.8,2025-09-18T00:00:00.000Z
Negombo,3.98,2.0,3.0,3.8,2025-09-18T00:00:00.000Z
Minuwangoda,4.52,2.0,3.0,3.8,2025-09-19T00:00:00.000Z
Gampaha,3.36,2.0,3.0,3.8,2025-09-19T00:00:00.000Z
Ja-Ela,4.18,2.0,3.0,3.8,2025-09-19T00:00:00.000Z
Negombo,3.27,2.0,3.0,3.8,2025-09-19T00:00:00.000Z
Minuwangoda,4.24,2.0,3.0,3.8,2025-09-20T00:00:00.000Z
Gampaha,5.00,2.0,3.0,3.8,2025-09-20T00:00:00.000Z
Ja-Ela,4.76,2.0,3.0,3.8,2025-09-20T00:00:00.000Z
Negombo,3.25,2.0,3.0,3.8,2025-09-20T00:00:00.000Z
Minuwangoda,3.51,2.0,3.0,3.8,2025-09-21T00:00:00.000Z
Gampaha,4.62,2.0,3.0,3.8,2025-09-21T00:00:00.000Z
Ja-Ela,4.94,2.0,3.0,3.8,2025-09-21T00:00:00.000Z
Negombo,3.90,2.0,3.0,3.8,2025-09-21T00:00:00.000Z
Minuwangoda,4.62,2.0,3.0,3.8,2025-09-22T00:00:00.000Z
Gampaha,3.22,2.0,3.0,3.8,2025-09-22T00:00:00.000Z
Ja-Ela,4.78,2.0,3.0,3.8,2025-09-22T00:00:00.000Z
Negombo,3.26,2.0,3.0,3.8,2025-09-22T00:00:00.000Z
Minuwangoda,4.66,2.0,3.0,3.8,2025-09-23T00:00:00.000Z
Gampaha,3.41,2.0,3.0,3.8,2025-09-23T00:00:00.000Z
Ja-Ela,4.23,2.0,3.0,3.8,2025-09-23T00:00:00.000Z
Negombo,4.48,2.0,3.0,3.8,2025-09-23T00:00:00.000Z
Minuwangoda,4.04,2.0,3.0,3.8,2025-09-24T00:00:00.000Z
Gampaha,4.52,2.0,3.0,3.8,2025-09-24T00:00:00.000Z
Ja-Ela,3.70,2.0,3.0,3.8,2025-09-24T00:00:00.000Z
Negombo,3.22,2.0,3.0,3.8,2025-09-24T00:00:00.000Z
Minuwangoda,4.54,2.0,3.0,3.8,2025-09-25T00:00:00.000Z
Gampaha,4.42,2.0,3.0,3.8,2025-09-25T00:00:00.000Z
Ja-Ela,3.58,2.0,3.0,3.8,2025-09-25T00:00:00.000Z
Negombo,4.21,2.0,3.0,3.8,2025-09-25T00:00:00.000Z
Minuwangoda,3.85,2.0,3.0,3.8,2025-09-26T00:00:00.000Z
Gampaha,4.75,2.0,3.0,3.8,2025-09-26T00:00:00.000Z
Ja-Ela,3.47,2.0,3.0,3.8,2025-09-26T00:00:00.000Z
Negombo,3.59,2.0,3.0,3.8,2025-09-26T00:00:00.000Z
Minuwangoda,3.58,2.0,3.0,3.8,2025-09-27T00:00:00.000Z
Gampaha,3.42,2.0,3.0,3.8,2025-09-27T00:00:00.000Z
Ja-Ela,3.43,2.0,3.0,3.8,2025-09-27T00:00:00.000Z
Negombo,3.14,2.0,3.0,3.8,2025-09-27T00:00:00.000Z
Minuwangoda,4.02,2.0,3.0,3.8,2025-09-28T00:00:00.000Z
Gampaha,3.24,2.0,3.0,3.8,2025-09-28T00:00:00.000Z
Ja-Ela,4.49,2.0,3.0,3.8,2025-09-28T00:00:00.000Z
Negombo,4.06,2.0,3.0,3.8,2025-09-28T00:00:00.000Z
Minuwangoda,3.90,2.0,3.0,3.8,2025-09-29T00:00:00.000Z
Gampaha,3.00,2.0,3.0,3.8,2025-09-29T00:00:00.000Z
Ja-Ela,4.39,2.0,3.0,3.8,2025-09-29T00:00:00.000Z
Negombo,3.39,2.0,3.0,3.8,2025-09-29T00:00:00.000Z
Minuwangoda,4.78,2.0,3.0,3.8,2025-09-30T00:00:00.000Z
Gampaha,4.06,2.0,3.0,3.8,2025-09-30T00:00:00.000Z
Ja-Ela,4.15,2.0,3.0,3.8,2025-09-30T00:00:00.000Z
Negombo,3.68,2.0,3.0,3.8,2025-09-30T00:00:00.000Z
Minuwangoda,2.99,2.0,3.0,3.8,2025-10-01T00:00:00.000Z
Gampaha,2.60,2.0,3.0,3.8,2025-10-01T00:00:00.000Z
Ja-Ela,3.41,2.0,3.0,3.8,2025-10-01T00:00:00.000Z
Negombo,3.13,2.0,3.0,3.8,2025-10-01T00:00:00.000Z
Minuwangoda,3.20,2.0,3.0,3.8,2025-10-02T00:00:00.000Z
Gampaha,3.27,2.0,3.0,3.8,2025-10-02T00:00:00.000Z
Ja-Ela,2.50,2.0,3.0,3.8,2025-10-02T00:00:00.000Z
Negombo,3.32,2.0,3.0,3.8,2025-10-02T00:00:00.000Z
Minuwangoda,2.09,2.0,3.0,3.8,2025-10-03T00:00:00.000Z
Gampaha,2.78,2.0,3.0,3.8,2025-10-03T00:00:00.000Z
Ja-Ela,2.61,2.0,3.0,3.8,2025-10-03T00:00:00.000Z
Negombo,3.20,2.0,3.0,3.8,2025-10-03T00:00:00.000Z
Minuwangoda,2.98,2.0,3.0,3.8,2025-10-04T00:00:00.000Z
Gampaha,3.48,2.0,3.0,3.8,2025-10-04T00:00:00.000Z
Ja-Ela,3.34,2.0,3.0,3.8,2025-10-04T00:00:00.000Z
Negombo,2.49,2.0,3.0,3.8,2025-10-04T00:00:00.000Z
Minuwangoda,3.17,2.0,3.0,3.8,2025-10-05T00:00:00.000Z
Gampaha,2.52,2.0,3.0,3.8,2025-10-05T00:00:00.000Z
Ja-Ela,2.37,2.0,3.0,3.8,2025-10-05T00:00:00.000Z
Negombo,3.03,2.0,3.0,3.8,2025-10-05T00:00:00.000Z
Minuwangoda,2.65,2.0,3.0,3.8,2025-10-06T00:00:00.000Z
Gampaha,3.36,2.0,3.0,3.8,2025-10-06T00:00:00.000Z
Ja-Ela,3.39,2.0,3.0,3.8,2025-10-06T00:00:00.000Z
Negombo,2.64,2.0,3.0,3.8,2025-10-06T00:00:00.000Z
Minuwangoda,2.80,2.0,3.0,3.8,2025-10-07T00:00:00.000Z
Gampaha,2.07,2.0,3.0,3.8,2025-10-07T00:00:00.000Z
Ja-Ela,2.86,2.0,3.0,3.8,2025-10-07T00:00:00.000Z
Negombo,2.49,2.0,3.0,3.8,2025-10-07T00:00:00.000Z
Minuwangoda,3.46,2.0,3.0,3.8,2025-10-08T00:00:00.000Z
Gampaha,2.82,2.0,3.0,3.8,2025-10-08T00:00:00.000Z
Ja-Ela,3.30,2.0,3.0,3.8,2025-10-08T00:00:00.000Z
Negombo,2.80,2.0,3.0,3.8,2025-10-08T00:00:00.000Z
Minuwangoda,2.00,2.0,3.0,3.8,2025-10-09T00:00:00.000Z
Gampaha,2.13,2.0,3.0,3.8,2025-10-09T00:00:00.000Z
Ja-Ela,2.66,2.0,3.0,3.8,2025-10-09T00:00:00.000Z
Negombo,2.03,2.0,3.0,3.8,2025-10-09T00:00:00.000Z
Minuwangoda,2.94,2.0,3.0,3.8,2025-10-10T00:00:00.000Z
Gampaha,3.08,2.0,3.0,3.8,2025-10-10T00:00:00.000Z
Ja-Ela,2.89,2.0,3.0,3.8,2025-10-10T00:00:00.000Z
Negombo,2.24,2.0,3.0,3.8,2025-10-10T00:00:00.000Z
Minuwangoda,2.48,2.0,3.0,3.8,2025-10-11T00:00:00.000Z
Gampaha,3.44,2.0,3.0,3.8,2025-10-11T00:00:00.000Z
Ja-Ela,3.06,2.0,3.0,3.8,2025-10-11T00:00:00.000Z
Negombo,2.54,2.0,3.0,3.8,2025-10-11T00:00:00.000Z
Minuwangoda,2.02,2.0,3.0,3.8,2025-10-12T00:00:00.000Z
Gampaha,2.95,2.0,3.0,3.8,2025-10-12T00:00:00.000Z
Ja-Ela,2.08,2.0,3.0,3.8,2025-10-12T00:00:00.000Z
Negombo,2.49,2.0,3.0,3.8,2025-10-12T00:00:00.000Z
Minuwangoda,2.62,2.0,3.0,3.8,2025-10-13T00:00:00.000Z
Gampaha,2.55,2.0,3.0,3.8,2025-10-13T00:00:00.000Z
Ja-Ela,3.00,2.0,3.0,3.8,2025-10-13T00:00:00.000Z
Negombo,2.13,2.0,3.0,3.8,2025-10-13T00:00:00.000Z
Minuwangoda,2.79,2.0,3.0,3.8,2025-10-14T00:00:00.000Z
Gampaha,2.09,2.0,3.0,3.8,2025-10-14T00:00:00.000Z
Ja-Ela,2.60,2.0,3.0,3.8,2025-10-14T00:00:00.000Z
Negombo,2.17,2.0,3.0,3.8,2025-10-14T00:00:00.000Z
Minuwangoda,2.38,2.0,3.0,3.8,2025-10-15T00:00:00.000Z
Gampaha,2.61,2.0,3.0,3.8,2025-10-15T00:00:00.000Z
Ja-Ela,2.35,2.0,3.0,3.8,2025-10-15T00:00:00.000Z
Negombo,2.41,2.0,3.0,3.8,2025-10-15T00:00:00.000Z
Minuwangoda,3.04,2.0,3.0,3.8,2025-10-16T00:00:00.000Z
Gampaha,2.89,2.0,3.0,3.8,2025-10-16T00:00:00.000Z
Ja-Ela,3.10,2.0,3.0,3.8,2025-10-16T00:00:00.000Z
Negombo,3.49,2.0,3.0,3.8,2025-10-16T00:00:00.000Z
Minuwangoda,2.60,2.0,3.0,3.8,2025-10-17T00:00:00.000Z
Gampaha,2.99,2.0,3.0,3.8,2025-10-17T00:00:00.000Z
Ja-Ela,2.10,2.0,3.0,3.8,2025-10-17T00:00:00.000Z
Negombo,2.44,2.0,3.0,3.8,2025-10-17T00:00:00.000Z
Minuwangoda,2.40,2.0,3.0,3.8,2025-10-18T00:00:00.000Z
Gampaha,2.64,2.0,3.0,3.8,2025-10-18T00:00:00.000Z
Ja-Ela,2.30,2.0,3.0,3.8,2025-10-18T00:00:00.000Z
Negombo,2.74,2.0,3.0,3.8,2025-10-18T00:00:00.000Z
Minuwangoda,2.17,2.0,3.0,3.8,2025-10-19T00:00:00.000Z
Gampaha,2.95,2.0,3.0,3.8,2025-10-19T00:00:00.000Z
Ja-Ela,2.55,2.0,3.0,3.8,2025-10-19T00:00:00.000Z
Negombo,2.24,2.0,3.0,3.8,2025-10-19T00:00:00.000Z
Minuwangoda,2.24,2.0,3.0,3.8,2025-10-20T00:00:00.000Z
Gampaha,3.31,2.0,3.0,3.8,2025-10-20T00:00:00.000Z
Ja-Ela,2.86,2.0,3.0,3.8,2025-10-20T00:00:00.000Z
Negombo,2.07,2.0,3.0,3.8,2025-10-20T00:00:00.000Z
Minuwangoda,2.48,2.0,3.0,3.8,2025-10-21T00:00:00.000Z
Gampaha,2.92,2.0,3.0,3.8,2025-10-21T00:00:00.000Z
Ja-Ela,2.39,2.0,3.0,3.8,2025-10-21T00:00:00.000Z
Negombo,2.05,2.0,3.0,3.8,2025-10-21T00:00:00.000Z
Minuwangoda,3.04,2.0,3.0,3.8,2025-10-22T00:00:00.000Z
Gampaha,2.32,2.0,3.0,3.8,2025-10-22T00:00:00.000Z
Ja-Ela,2.44,2.0,3.0,3.8,2025-10-22T00:00:00.000Z
Negombo,2.78,2.0,3.0,3.8,2025-10-22T00:00:00.000Z
Minuwangoda,2.40,2.0,3.0,3.8,2025-10-23T00:00:00.000Z
Gampaha,3.47,2.0,3.0,3.8,2025-10-23T00:00:00.000Z
Ja-Ela,2.85,2.0,3.0,3.8,2025-10-23T00:00:00.000Z
Negombo,3.15,2.0,3.0,3.8,2025-10-23T00:00:00.000Z
Minuwangoda,2.28,2.0,3.0,3.8,2025-10-24T00:00:00.000Z
Gampaha,2.23,2.0,3.0,3.8,2025-10-24T00:00:00.000Z
Ja-Ela,2.72,2.0,3.0,3.8,2025-10-24T00:00:00.000Z
Negombo,2.86,2.0,3.0,3.8,2025-10-24T00:00:00.000Z
Minuwangoda,2.53,2.0,3.0,3.8,2025-10-25T00:00:00.000Z
Gampaha,2.35,2.0,3.0,3.8,2025-10-25T00:00:00.000Z
Ja-Ela,2.65,2.0,3.0,3.8,2025-10-25T00:00:00.000Z
Negombo,2.83,2.0,3.0,3.8,2025-10-25T00:00:00.000Z
Minuwangoda,2.06,2.0,3.0,3.8,2025-10-26T00:00:00.000Z
Gampaha,3.04,2.0,3.0,3.8,2025-10-26T00:00:00.000Z
Ja-Ela,2.27,2.0,3.0,3.8,2025-10-26T00:00:00.000Z
Negombo,2.31,2.0,3.0,3.8,2025-10-26T00:00:00.000Z
Minuwangoda,2.29,2.0,3.0,3.8,2025-10-27T00:00:00.000Z
Gampaha,3.09,2.0,3.0,3.8,2025-10-27T00:00:00.000Z
Ja-Ela,2.55,2.0,3.0,3.8,2025-10-27T00:00:00.000Z
Negombo,2.23,2.0,3.0,3.8,2025-10-27T00:00:00.000Z
Minuwangoda,2.50,2.0,3.0,3.8,2025-10-28T00:00:00.000Z
Gampaha,2.71,2.0,3.0,3.8,2025-10-28T00:00:00.000Z
Ja-Ela,2.29,2.0,3.0,3.8,2025-10-28T00:00:00.000Z
Negombo,2.35,2.0,3.0,3.8,2025-10-28T00:00:00.000Z
Minuwangoda,3.48,2.0,3.0,3.8,2025-10-29T00:00:00.000Z
Gampaha,2.82,2.0,3.0,3.8,2025-10-29T00:00:00.000Z
Ja-Ela,3.47,2.0,3.0,3.8,2025-10-29T00:00:00.000Z
Negombo,2.97,2.0,3.0,3.8,2025-10-29T00:00:00.000Z
Minuwangoda,3.39,2.0,3.0,3.8,2025-10-30T00:00:00.000Z
Gampaha,3.28,2.0,3.0,3.8,2025-10-30T00:00:00.000Z
Ja-Ela,2.16,2.0,3.0,3.8,2025-10-30T00:00:00.000Z
Negombo,2.31,2.0,3.0,3.8,2025-10-30T00:00:00.000Z
Minuwangoda,2.91,2.0,3.0,3.8,2025-10-31T00:00:00.000Z
Gampaha,3.32,2.0,3.0,3.8,2025-10-31T00:00:00.000Z
Ja-Ela,2.55,2.0,3.0,3.8,2025-10-31T00:00:00.000Z
Negombo,3.13,2.0,3.0,3.8,2025-10-31T00:00:00.000Z
Minuwangoda,2.26,2.0,3.0,3.8,2025-11-01T00:00:00.000Z
Gampaha,3.08,2.0,3.0,3.8,2025-11-01T00:00:00.000Z
Ja-Ela,2.01,2.0,3.0,3.8,2025-11-01T00:00:00.000Z
Negombo,3.31,2.0,3.0,3.8,2025-11-01T00:00:00.000Z
Minuwangoda,2.07,2.0,3.0,3.8,2025-11-02T00:00:00.000Z
Gampaha,3.45,2.0,3.0,3.8,2025-11-02T00:00:00.000Z
Ja-Ela,2.44,2.0,3.0,3.8,2025-11-02T00:00:00.000Z
Negombo,2.79,2.0,3.0,3.8,2025-11-02T00:00:00.000Z
Minuwangoda,3.39,2.0,3.0,3.8,2025-11-03T00:00:00.000Z
Gampaha,3.21,2.0,3.0,3.8,2025-11-03T00:00:00.000Z
Ja-Ela,2.38,2.0,3.0,3.8,2025-11-03T00:00:00.000Z
Negombo,3.16,2.0,3.0,3.8,2025-11-03T00:00:00.000Z
Minuwangoda,2.65,2.0,3.0,3.8,2025-11-04T00:00:00.000Z
Gampaha,3.15,2.0,3.0,3.8,2025-11-04T00:00:00.000Z
Ja-Ela,2.72,2.0,3.0,3.8,2025-11-04T00:00:00.000Z
Negombo,2.08,2.0,3.0,3.8,2025-11-04T00:00:00.000Z
Minuwangoda,2.58,2.0,3.0,3.8,2025-11-05T00:00:00.000Z
Gampaha,3.24,2.0,3.0,3.8,2025-11-05T00:00:00.000Z
Ja-Ela,2.68,2.0,3.0,3.8,2025-11-05T00:00:00.000Z
Negombo,2.52,2.0,3.0,3.8,2025-11-05T00:00:00.000Z
Minuwangoda,2.48,2.0,3.0,3.8,2025-11-06T00:00:00.000Z
Gampaha,2.94,2.0,3.0,3.8,2025-11-06T00:00:00.000Z
Ja-Ela,2.72,2.0,3.0,3.8,2025-11-06T00:00:00.000Z
Negombo,2.06,2.0,3.0,3.8,2025-11-06T00:00:00.000Z
Minuwangoda,3.25,2.0,3.0,3.8,2025-11-07T00:00:00.000Z
Gampaha,3.39,2.0,3.0,3.8,2025-11-07T00:00:00.000Z
Ja-Ela,2.24,2.0,3.0,3.8,2025-11-07T00:00:00.000Z
Negombo,2.76,2.0,3.0,3.8,2025-11-07T00:00:00.000Z
Minuwangoda,2.26,2.0,3.0,3.8,2025-11-08T00:00:00.000Z
Gampaha,2.65,2.0,3.0,3.8,2025-11-08T00:00:00.000Z
Ja-Ela,2.34,2.0,3.0,3.8,2025-11-08T00:00:00.000Z
Negombo,2.90,2.0,3.0,3.8,2025-11-08T00:00:00.000Z
Minuwangoda,2.86,2.0,3.0,3.8,2025-11-09T00:00:00.000Z
Gampaha,2.46,2.0,3.0,3.8,2025-11-09T00:00:00.000Z
Ja-Ela,2.25,2.0,3.0,3.8,2025-11-09T00:00:00.000Z
Negombo,3.28,2.0,3.0,3.8,2025-11-09T00:00:00.000Z
Minuwangoda,2.27,2.0,3.0,3.8,2025-11-10T00:00:00.000Z
Gampaha,2.55,2.0,3.0,3.8,2025-11-10T00:00:00.000Z
Ja-Ela,3.01,2.0,3.0,3.8,2025-11-10T00:00:00.000Z
Negombo,2.76,2.0,3.0,3.8,2025-11-10T00:00:00.000Z
Minuwangoda,2.45,2.0,3.0,3.8,2025-11-11T00:00:00.000Z
Gampaha,3.18,2.0,3.0,3.8,2025-11-11T00:00:00.000Z
Ja-Ela,2.93,2.0,3.0,3.8,2025-11-11T00:00:00.000Z
Negombo,2.42,2.0,3.0,3.8,2025-11-11T00:00:00.000Z
Minuwangoda,3.09,2.0,3.0,3.8,2025-11-12T00:00:00.000Z
Gampaha,2.97,2.0,3.0,3.8,2025-11-12T00:00:00.000Z
Ja-Ela,3.17,2.0,3.0,3.8,2025-11-12T00:00:00.000Z
Negombo,3.36,2.0,3.0,3.8,2025-11-12T00:00:00.000Z
Minuwangoda,2.89,2.0,3.0,3.8,2025-11-13T00:00:00.000Z
Gampaha,2.79,2.0,3.0,3.8,2025-11-13T00:00:00.000Z
Ja-Ela,2.71,2.0,3.0,3.8,2025-11-13T00:00:00.000Z
Negombo,2.18,2.0,3.0,3.8,2025-11-13T00:00:00.000Z
Minuwangoda,3.43,2.0,3.0,3.8,2025-11-14T00:00:00.000Z
Gampaha,3.24,2.0,3.0,3.8,2025-11-14T00:00:00.000Z
Ja-Ela,3.20,2.0,3.0,3.8,2025-11-14T00:00:00.000Z
Negombo,2.71,2.0,3.0,3.8,2025-11-14T00:00:00.000Z
Minuwangoda,2.79,2.0,3.0,3.8,2025-11-15T00:00:00.000Z
Gampaha,2.47,2.0,3.0,3.8,2025-11-15T00:00:00.000Z
Ja-Ela,2.27,2.0,3.0,3.8,2025-11-15T00:00:00.000Z
Negombo,2.46,2.0,3.0,3.8,2025-11-15T00:00:00.000Z
Minuwangoda,2.79,2.0,3.0,3.8,2025-11-16T00:00:00.000Z
Gampaha,3.15,2.0,3.0,3.8,2025-11-16T00:00:00.000Z
Ja-Ela,2.23,2.0,3.0,3.8,2025-11-16T00:00:00.000Z
Negombo,2.64,2.0,3.0,3.8,2025-11-16T00:00:00.000Z
Minuwangoda,2.73,2.0,3.0,3.8,2025-11-17T00:00:00.000Z
Gampaha,3.00,2.0,3.0,3.8,2025-11-17T00:00:00.000Z
Ja-Ela,2.69,2.0,3.0,3.8,2025-11-17T00:00:00.000Z
Negombo,3.31,2.0,3.0,3.8,2025-11-17T00:00:00.000Z
Minuwangoda,2.29,2.0,3.0,3.8,2025-11-18T00:00:00.000Z
Gampaha,2.14,2.0,3.0,3.8,2025-11-18T00:00:00.000Z
Ja-Ela,2.42,2.0,3.0,3.8,2025-11-18T00:00:00.000Z
Negombo,2.09,2.0,3.0,3.8,2025-11-18T00:00:00.000Z
Minuwangoda,2.72,2.0,3.0,3.8,2025-11-19T00:00:00.000Z
Gampaha,2.46,2.0,3.0,3.8,2025-11-19T00:00:00.000Z
Ja-Ela,2.65,2.0,3.0,3.8,2025-11-19T00:00:00.000Z
Negombo,2.92,2.0,3.0,3.8,2025-11-19T00:00:00.000Z
Minuwangoda,2.99,2.0,3.0,3.8,2025-11-20T00:00:00.000Z
Gampaha,2.24,2.0,3.0,3.8,2025-11-20T00:00:00.000Z
Ja-Ela,3.32,2.0,3.0,3.8,2025-11-20T00:00:00.000Z
Negombo,3.36,2.0,3.0,3.8,2025-11-20T00:00:00.000Z
Minuwangoda,2.27,2.0,3.0,3.8,2025-11-21T00:00:00.000Z
Gampaha,2.33,2.0,3.0,3.8,2025-11-21T00:00:00.000Z
Ja-Ela,2.58,2.0,3.0,3.8,2025-11-21T00:00:00.000Z
Negombo,2.64,2.0,3.0,3.8,2025-11-21T00:00:00.000Z
Minuwangoda,2.05,2.0,3.0,3.8,2025-11-22T00:00:00.000Z
Gampaha,3.13,2.0,3.0,3.8,2025-11-22T00:00:00.000Z
Ja-Ela,2.48,2.0,3.0,3.8,2025-11-22T00:00:00.000Z
Negombo,3.48,2.0,3.0,3.8,2025-11-22T00:00:00.000Z
Minuwangoda,2.05,2.0,3.0,3.8,2025-11-23T00:00:00.000Z
Gampaha,2.31,2.0,3.0,3.8,2025-11-23T00:00:00.000Z
Ja-Ela,2.24,2.0,3.0,3.8,2025-11-23T00:00:00.000Z
Negombo,3.01,2.0,3.0,3.8,2025-11-23T00:00:00.000Z
Minuwangoda,2.63,2.0,3.0,3.8,2025-11-24T00:00:00.000Z
Gampaha,2.10,2.0,3.0,3.8,2025-11-24T00:00:00.000Z
Ja-Ela,3.31,2.0,3.0,3.8,2025-11-24T00:00:00.000Z
Negombo,3.03,2.0,3.0,3.8,2025-11-24T00:00:00.000Z
Minuwangoda,2.76,2.0,3.0,3.8,2025-11-25T00:00:00.000Z
Gampaha,3.04,2.0,3.0,3.8,2025-11-25T00:00:00.000Z
Ja-Ela,2.36,2.0,3.0,3.8,2025-11-25T00:00:00.000Z
Negombo,2.37,2.0,3.0,3.8,2025-11-25T00:00:00.000Z
Minuwangoda,2.96,2.0,3.0,3.8,2025-11-26T00:00:00.000Z
Gampaha,2.53,2.0,3.0,3.8,2025-11-26T00:00:00.000Z
Ja-Ela,2.54,2.0,3.0,3.8,2025-11-26T00:00:00.000Z
Negombo,2.71,2.0,3.0,3.8,2025-11-26T00:00:00.000Z
Minuwangoda,3.18,2.0,3.0,3.8,2025-11-27T00:00:00.000Z
Gampaha,2.13,2.0,3.0,3.8,2025-11-27T00:00:00.000Z
Ja-Ela,3.40,2.0,3.0,3.8,2025-11-27T00:00:00.000Z
Negombo,2.94,2.0,3.0,3.8,2025-11-27T00:00:00.000Z
Minuwangoda,2.85,2.0,3.0,3.8,2025-11-28T00:00:00.000Z
Gampaha,3.46,2.0,3.0,3.8,2025-11-28T00:00:00.000Z
Ja-Ela,2.88,2.0,3.0,3.8,2025-11-28T00:00:00.000Z
Negombo,2.31,2.0,3.0,3.8,2025-11-28T00:00:00.000Z
Minuwangoda,2.84,2.0,3.0,3.8,2025-11-29T00:00:00.000Z
Gampaha,2.43,2.0,3.0,3.8,2025-11-29T00:00:00.000Z
Ja-Ela,2.30,2.0,3.0,3.8,2025-11-29T00:00:00.000Z
Negombo,2.42,2.0,3.0,3.8,2025-11-29T00:00:00.000Z
Minuwangoda,2.71,2.0,3.0,3.8,2025-11-30T00:00:00.000Z
Gampaha,2.98,2.0,3.0,3.8,2025-11-30T00:00:00.000Z
Ja-Ela,3.03,2.0,3.0,3.8,2025-11-30T00:00:00.000Z
Negombo,3.01,2.0,3.0,3.8,2025-11-30T00:00:00.000Z
Minuwangoda,1.62,2.0,3.0,3.8,2025-12-01T00:00:00.000Z
Gampaha,1.58,2.0,3.0,3.8,2025-12-01T00:00:00.000Z
Ja-Ela,1.79,2.0,3.0,3.8,2025-12-01T00:00:00.000Z
Negombo,1.56,2.0,3.0,3.8,2025-12-01T00:00:00.000Z
Minuwangoda,1.01,2.0,3.0,3.8,2025-12-02T00:00:00.000Z
Gampaha,1.29,2.0,3.0,3.8,2025-12-02T00:00:00.000Z
Ja-Ela,1.62,2.0,3.0,3.8,2025-12-02T00:00:00.000Z
